reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
e87c53c2-9d1e-4c70-8c51-178a09d17723,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Untuk layanan goride, bila pengantarannya seperti di titik bandara, terminal, stasiun, travelan, sekolah alangkah lebih baiknya orderannya dimenangkan oleh driver terdekat dengan titik penjemputan maksimal 1 km an. Dan bila disaat melakukan penjemputan, pelanggan mengcancel orderan, performa driver tidak turun. Maaf terima kasih 🙏🏿☺️",5,524,5.27.2,2025-08-14 20:45:24,,,5.27.2
738f14e1-6d99-4bb6-a803-6d3d0f795aee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ongkir food mahal.. masa jarak dekat 17 K gak ada mode ekonomis wilayah Bali sudah mau 2 bulan. padahal aplikasi lain ada ekonomis / hemat. kalo memang mode ekonomis dihilangkan.. buatlah setiap resto ada layanan gofood plus. percuma langganan plus gak bisa dipakai, untuk setiap resto. tidak seperti aplikasi Grab, bisa untuk semua resto.",1,37,5.29.2,2025-09-01 12:53:32,"Mohon maaf atas ketidaknyamanannya, Kak Imam. Fokus GoFood secara keseluruhan adalah untuk terus memberikan pengalaman kuliner terbaik bagi pelanggan. Biaya Pemesanan dan Biaya Jasa GoFood digunakan untuk meningkatkan layanan kepada pengguna aplikasi, termasuk pengembangan layanan melalui inovasi dan teknologi. ^Maura",2025-08-12 14:57:37,5.29.2
4f6d3efd-acbb-4204-8638-7a028132a244,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya pernah gak sengaja kepencet mode hemat ojek motor,...then drivernya seperti hilang etika, dia yg jauh, dia pula yg banyak protes, akhirnya aku batalin. Dari 100 paling ada 1 atau 2 yang seperti ini, gpp itu hanya oknum 😘 Tapi kalo ojek reguler layanannya emang bagus banget, car, motor, food, express sama bagusnya. Tetap bintang 5 di hatiku🥰",5,5,5.29.2,2025-09-02 08:21:40,,,5.29.2
494c634d-960a-4dc7-8f43-12d36625863b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ada pengumpulan koin sekarang tiap hari, tapi hari ketujuh bukannya dapet 1000koin malah jadi kembali ke hari pertama, 100koin. Kl ga mau ngasih 1000koin ya jangan ditampilkan 1000nya. Uda kl mau chat CS lewat aplikasi hanya ada 2 pilihan, akun dibekukan dan mengubah informasi akun. Mana pilihan bicara dengan CS nya?kl akhirnya saya asal klik salah satu dr 2pilihan tadi (akun dibekukan/ubah informasi akun) jawabannya dr cs gojeknya template dan ga mengijinkan pengguna memperjelas masalah",2,45,5.27.2,2025-08-13 06:50:40,"Hai Kak, mohon maaf atas kendalanya. Pastikan sinyal internet bagus dan sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih mengalami kendala, silakan laporkan detail masalahnya dengan cara klik https://gjk.id/ErrorApps di ponsel mu, cantumkan kode psr-23-279-1208-080077 pada kolom 'Ceritakan lebih lanjut'. ^Ve",2023-10-06 19:08:40,5.27.2
5bb845de-6f3e-448e-a2cd-47d09ecc9d33,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,klu sdh sering berlangganan jenis opsi apapun itu seharusnya harga2 hemat atau promo jgn malah dikurangi atau diganti ke yg lebih mahal biarpun sedikit orang tertarik pakai apps ini awalnya krn harga yg terjangkau dan mudah...lah klu sdh jd langganan ya jgn dinaikkan lah harga2 awal dan promo2 awal yg menarik krn murahnya dan mudahnya itu...😔,3,62,5.27.2,2025-08-15 06:20:31,"Mohon maaf atas ketidaknyamanannya, Kak Ani. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Miko",2025-08-15 10:53:21,5.27.2
a7a1060f-6a05-478e-a8a2-826ea86d35de,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"makin gila ini aplikasi,go pay later tidak bisa digunakan dengan alasan score kredit tidak sesuai,sedangkan saya sudah hampir pakai 1 tahun lebih dan tidak pernah terlambat dalam pembayaran.sekalian aja tidak akan saya bayar yang kemaren, saya ingin tau reaksi tim cs bagaimana? cari saya! saya juga menunggu karena saya sudah geram dengan pemblokiran sepihak seperti ini 🫵",1,38,5.27.2,2025-08-13 20:37:56,"Hai Kak Sari, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-25-226-0253-18729 di subjek email, ya. ^Miko",2025-08-14 09:53:41,5.27.2
021eba33-a66b-4c4d-8ec6-16ba7d139c54,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"awal mulai paylater bisa, gopay pinjam aman, tapi kok sekarang paylater dibilang sedang di review padahal gak pernah telat bayar, gopay pinjam juga gtu, dibilang lokasi gak terjangkau, jadi yang kemarin itu bagaimana, gak bisa konsisten ya aplikasi ini.",2,33,5.27.2,2025-08-15 12:55:10,"Hai Kak Febria, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-25-227-1000-44234 di subjek email, ya. ^Miko",2025-08-15 17:00:58,5.27.2
8a3dac54-0f67-43c6-af6a-a84c2d6dd086,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sangat puas dengan layanan go jek ngampang dan praktis dan aman sampai tujuan sekarang permasalahan ada beberapa titik perumahan ga sesuai titik 📍 klo pesan makan atau mesan driver / antar jemput sering banget keliru dan lebih parah lagi ga semua driver itu cerdik mau kerjasama dengan pelanggan, malahan ngotot pelanggan untuk jalan kaki keluar dari titik nya menuju titik yg tertuju yg ga sesuai titik dari pelanggan",3,5,5.29.2,2025-08-30 04:42:21,"Hai, Kak Rey. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika titik jemput masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Rute dari/menuju lokasi titik jemput/antar saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Miko",2025-08-30 08:40:05,5.29.2
1ea51020-f4f0-471d-a69b-6eec19029a50,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"PESAN TERBUKA UNTUK PARA PEJUANG!! Terimakasih ya, dengan bantuan dari aplikasi ini, jadi nggak perlu bingung lagi nyari ojek, nggak perlu pusing harus nunggu gimana, harus nyari gimana pas lagi butuh kendaraan buat berangkat, atau pulang. Untuk pejuang mencari nafkah, SEMANGATT!! I'm proud of you 💪💪💪❗❗",5,5,5.28.2,2025-09-02 15:38:25,,,5.28.2
2e4b8e50-ee2e-4bc6-aabb-cff87174f5dc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gajelas gk niat bikin aplikasi apa, di aplikasi lain bikin alamat lokasi ke baca. Ini pilih titik sesuai cuma keterangan beda alamat, udah bayar malah salah kirim ke rumah orang karena aplikasi jelek. Minimal modal pake google map biar sesuai lah pilih titik lokasi dan keterangan sesuai malah cuma bikin patokan",1,20,5.27.2,2025-08-15 20:25:31,"Hai, Kak. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika titik masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Titik jemput/antar tidak akurat"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Melisa",2025-08-15 21:20:16,5.27.2
897879b9-d071-443f-b885-68b012bcd169,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya baru nyoba gojek, biasanya gr dan max. saya mesan gocar harga 18 ribu tiba2 total 26 di aplikasi gak ada pemberitahuan tambahan menunggu atau apa, biasanya kalo max ada bacaan biaya tambahan menunggu. KAPOK JANGAN LADA MAKE NI APLIKASI KALO TIBA2 BIAYA TANBAHAN 100 RIBU GIMANA ITU. GATAU DRIVERNYA ATAU APLIKASI NYA KAPOK!",1,8,5.28.2,2025-08-27 11:12:00,"Hai Kak @Rans, mohon maaf atas ketidaknyamanannya. Jika driver meminta pembayaran lebih di luar harga akhir, laporkan melalui halaman Bantuan (pada menu Profil Saya) di aplikasi Gojek > ketik ""Driver saya meminta pembayaran lebih"" pada kolom pencarian. Semoga informasi ini membantu ya. ^Melisa",2025-08-27 14:38:39,5.28.2
d7d8309f-bfff-47b2-ada0-45e9f6cc269c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mikirnya order food pake yg express biar diantarnya duluan atau driver tidak dapat double order, eee ternyata sama aja justru driver entah double order dari aplikasi lain atau gimana malah yg diantar justru ke daerah yg setelah alamat saya dan terlihat di map juga justru di daerah lain yg bukan resto tempat saya pesan. Nanti kalau dikasih bintang satu dua padahal driver juga sering salah langsung di serang konsumennya hadeh",1,8,5.28.2,2025-08-26 21:04:48,"Hai Kak Aprilia, mohon maaf keterlambatan pengiriman pesanan mu. Agar dapat dibantu lebih lanjut, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik ""Saya menunggu pengiriman terlalu lama"" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Maura",2025-08-26 21:56:05,5.28.2
